	Control_1a	Control_1b	Control_2a	Control_2b	Control_3a	Control_3b	PB_1a	PB_1b	PB_2a	PB_2b	PB_3a	PB_3b	Standard_1a	Standard_1b	Standard_2a	Standard_2b	Standard_3a	Standard_3b	Styrofoam_1a	Styrofoam_1b	Styrofoam_2a	Styrofoam_2b	Styrofoam_3a	Styrofoam_3b
Superworm_MAG_0001	0.0337077868854295	0.0213474214586164	0.325558501776328	0.247618164084268	0.00990618691736043	0.00571135687453765	0.00936484719838571	0.00499609192795692	0.00976413234645881	0.0673176106180692	0.00571061738849616	0.0087387363767756	0.00670240412421768	0.0093123983304893	0.00265187615968468	0.0167427966479036	5.86630807014033e-05	0.0014735221984423	0.0130262235322934	0.00489556848404958	0.0216196342993283	0.00482265130330808	0.0225800468116282	0.00351400599668464
Superworm_MAG_0002	0.235072787155283	0.0745587977452446	0.300426858244718	0.0803831310928323	0.401402602606047	0.195805410860604	0.17849010857512	0.0373174102631809	0.21935906893891	0.129085150578023	0.14850526804761	0.16277552260841	0.126773333049063	0.0492856278686012	0.0780728777155427	0.481345112310608	0.101007209339571	0.157379309919741	0.0239396373833268	0.0244368728433506	0.0248310172526094	0.365801737340757	0.16790677949854	0.196008606857719
Superworm_MAG_0003	0.030508254263029	0.0878071507979979	0.0109789390473813	0.00340174327562177	0.010039684406639	0.0138893499293476	0.0372818543162981	0.225903029097599	0.0313937125092631	0.168695941062557	0.00232550158724312	0.00499860730293301	0.00780372504796977	0.00368404658670724	0.00259320115239703	0.0017570625225895	0.00057226066936929	0.00228819263198785	0.0702918668400881	0.0514772341159409	0.0118273425587116	0.00470167419800471	0.00157006148222087	0.000951444900119878
Superworm_MAG_0004	0.13746799299596	0.100356711809229	0.250447615017197	0.031064115445061	0.116801202462394	0.300632370432618	0.554606712603719	0.0877420399452519	0.36161627404056	0.141286082194267	0.0424285976047963	0.159118763056979	0.0520384720294953	0.309173434999872	0.863772511344954	0.48787623614101	0.0765245410534933	0.614044107163944	0.147882621022563	0.325122163666291	0.280999938998825	0.409810393900193	0.365659474975075	0.100777933222604
Superworm_MAG_0005	0.00504927608057548	0.00604896341823358	0.617003811090812	7.2282695927817	0.0274649317324579	0.0229058742267261	0.0101092409225588	0.00937697954376697	0.0282146439224784	0.727013299780576	0.0346676689200145	0.0320403477263606	0.00745092390602285	0.022715234995765	0.0258090331184078	1.88068684402024	0.00121024599249013	0.0632323617624751	0.0493416035802546	0.0294859048360562	0.161057358787549	0.0844399476753388	0.127346409521804	0.193702095399902
Superworm_MAG_0006	0.0123700399932457	0.00597031904947647	0.0411372184447825	0.167730661796326	0.403175707856393	0.0536782485174664	0.0156166466779509	0.00962954301914329	0.120323054330623	0.0706575352637789	0.436041950305714	0.185390872410754	0.00976871763462514	0.00655175290241587	0.0631067075880431	0.604621667044789	0.00352591798046151	0.0320917309997419	0.0436560924166983	0.0313526817828517	0.357422328386514	0.509408428732974	0.617110971430864	0.0812487536954146
Superworm_MAG_0007	32.8933489978895	34.8617143618687	9.84739306384485	3.35556315252168	15.4293051161743	27.59653213639	15.1947271158062	37.4128338377839	6.21688639560288	9.77408554939135	13.7193026146109	9.27343960990678	12.2101544766231	13.7754520891846	29.9127327850393	1.47037962291156	26.3359184607775	12.8667458391954	9.8129944565229	17.0137574757856	7.10452309223744	1.04217516982653	4.4557802668584	9.72351211024745
Superworm_MAG_0008	0.0301588287608903	0.029975215499729	0.0151654687918109	0.0205960727650005	0.0185197242083645	0.00774275242946604	0.14563705153358	0.0214972552260704	0.0370573005535996	0.0282859709189457	0.00310229394268761	0.00540559562277836	0.0860142128764432	0.0540686199638021	0.222729104175443	0.0116072379110104	0.00931216234977064	0.0259461010069505	0.233046687557695	0.0482472778647007	0.0372410037158918	0.108099241867825	0.0106455982492728	0.00393136198452849
Superworm_MAG_0009	0.618882147499937	0.413725421730687	0.315850227510976	0.239009189489708	0.80009055763762	0.273842470088292	1.07258149089658	1.13648348769388	0.689454285251576	1.17631789745312	0.282679956366892	0.197097432069857	0.176218860948116	0.637323869904049	0.0695374761265898	0.587470586455495	0.0241041815794496	0.146086225829204	0.204203697496331	0.216912057974339	0.226082318114428	0.325600474712111	0.131004541117431	0.0605633506729871
Superworm_MAG_0010	0.0204541048717517	0.0165353434346661	0.332405783293983	0.196159224555516	0.270832590760013	0.0600505075952115	0.0195628764990574	0.0162525680549362	4.44843980370512	1.92543587904482	0.156622441199529	0.236639430149609	0.0559213959395824	2.66413302684442	0.268520544053367	0.644061718996209	0.0166577699903455	0.263818447453338	0.0919394365373643	0.11852068868223	0.208713748598683	0.267584635752203	0.19381052031983	0.539359594832772
