	Control_1a	Control_1b	Control_2a	Control_2b	Control_3a	Control_3b	PB_1a	PB_1b	PB_2a	PB_2b	PB_3a	PB_3b	Standard_1a	Standard_2a	Standard_2b	Standard_3a	Styrofoam_1a	Styrofoam_1b	Styrofoam_2a	Styrofoam_2b	Styrofoam_3a	Styrofoam_3b
Mealworm_MAG_0037	0.0957346347369681	0.169378513020781	0.0268441782585384	0.446528143950802	1.67202258852646	0.389541267802156	0.718339772823522	0.796440346330222	0.246917424816243	0.0742456157233728	0.174840633859849	0.16706113092812	1.08953685426044	0.0102357108027256	0.000112480307920644	0.430130038734542	0.352685706681325	0.692253325627545	0.164520919888079	0.479773691136996	1.25365821205688	0.130801376650736
Mealworm_MAG_0038	0.305825031100913	0.337624823157969	0.00200846988943649	0.00356182979827927	0.0038815152713055	0.00302917550827125	0.0193773736009999	0.0213509200059801	0.00210287442528369	0.0040055542930341	0.00560042930344151	0.00266385189919665	0.00237004837698545	0.00230574217926905	0.0032185146435474	0.00138076656162764	0.00524423152744341	0.00567769898713186	0.00293824156719227	0.00319792952645196	0.00198103377197344	0.000964785606797513
Mealworm_MAG_0039	0.0640002276279756	0.0380080470801843	0.00551711052096727	0.0224635233981216	0.000425808069425231	0.0046515213589642	0.0171620679153669	0.0628029486268674	0.0306735924892489	0.0511038593039968	0.0109528667266158	0.0043113788642008	4.68441097592666e-05	0.00361241715519983	1.43131966504724	0.0257269993118804	0.00149181402844226	0.000512412641954563	0.012923560755281	0.0060610689838912	0.00482263956483013	0.000144750098428937
Mealworm_MAG_0040	0.0696041201767878	0.113219273548422	0.0301549477522611	0.120767506788357	0.0388492765783988	0.0157778276041381	0.0400087341777263	0.153067966295368	0.0354506319816404	0.179092059532167	0.0150976021780192	0.000982694071740863	0.00113521744709376	0.00114417624160967	0.000205430608015296	0.000325632277434915	0.16542291216788	0.01536151762952	0.002454315772776	0.00667612085101922	0.000642453476786167	0.000667033701921571
Mealworm_MAG_0041	0.000950858781008715	0.000190548176317089	0.177696424293145	0.11574005232941	0.00136806087598744	0.0138974356109718	0.00170944917879163	0.00378147693258089	0.0213219544169657	0.0451099899708747	0.279994564396442	0.0110144972555734	7.29378468350178e-07	0.244415914623132	0.0222772910744746	6.32332326367119e-06	0.0271121066292817	0.000310156491504763	0.0540131442251414	0.060924195100886	0.00245195901650802	0.000489926998708504
Mealworm_MAG_0042	0.0413055098037801	0.0447504820302834	0.00428614443035549	0.0130787658745842	0.174522818569634	0.295218240992822	0.0443593255771461	0.0211761587074257	0.0202989073768449	0.105420336133207	1.05007627759603	0.555177430644082	0.00163226841004929	0.000736654759189092	0.000152874448177797	0.00792106755778649	0.138797409764922	0.0162154684531864	0.10937604506275	0.0740451119771384	0.335185757921644	0.469335482100126
Mealworm_MAG_0043	0.448268695288304	0.210048026539267	0.506071245671281	0.247246295750676	0.129501348339216	0.223581794937971	0.261556662721636	0.289731320516835	0.0884620463133998	0.251895799289636	0.0825624253768003	0.0801264104079539	0.2672798624142	0.200693033396624	0.000189359412729409	0.102366290339749	1.15063368851324	0.127223840081558	0.478262217247826	0.282543323288824	0.254122494632332	0.154258864611749
Mealworm_MAG_0044	0.188170647835348	0.394352989962973	0.0147019428131907	0.286956848653651	0.111604636160759	0.19477821026532	0.575706371323576	0.196664833417547	0.332893248195529	0.0293472553314574	0.00131617859075597	0.346405440375434	0.0046979021178705	0.000738187622987913	4.14732211611015e-05	0.00217176274660344	0.00216552218509258	0.0300874198555659	0.0284140610790993	0.11656209586789	0.0210260492050743	0.0127701794751809
Mealworm_MAG_0045	0.585812373169808	0.475751469455832	0.464738436992039	0.256863299949517	0.220824618651389	0.190825702914525	0.347793512392654	0.618292934476573	0.0629716051802893	0.801760256503111	0.222998033783424	0.0962453355744369	0.960343057049509	0.317877996347602	0.0005497995264726	0.00461187622083318	0.395449469180862	0.481201949135159	0.239113932119719	0.166501952841718	0.0627525829422611	0.322719021793307
Mealworm_MAG_0046	1.0330952631658	0.0116272250765369	0	3.41030684868982e-07	0	0	5.27978060940628e-05	2.03014310629758e-06	0	0	3.83689076695458e-07	0	0	0	2.52799681943754e-06	5.88665336076967e-07	2.32062268591708e-06	3.25097607224779e-06	0	3.90677753804904e-07	0	2.9040843972807e-06
Mealworm_MAG_0047	0.00542240427000564	0.00280717712225468	0.046276283183432	0.341519518911224	0.0213378834702087	0.0153623792514839	0.00692057318432787	0.00327218849976471	0.139434534721365	0.295948689387908	0.0804428750951409	0.0247077880492917	0.000954124639191287	0.0187339495789843	7.11270677061037	0.0030204232200073	0.00162936859586484	0.00376126145480624	0.224369191717957	0.293786911822743	0.00924650651352362	0.0178503995036883
Mealworm_MAG_0048	2.00028899037026	0.290620639260209	0.554478215924096	0.344282326402574	1.16677311261028	3.12557141351709	0.612142041272259	1.44355291213365	0.568300278433388	1.24849918480511	1.22821558907241	0.676774389707754	3.60380019599208	9.04223122949572	0.119288619239766	2.59975102927317	0.0662092742714647	0.101329689967237	0.567301039568364	0.102700243483901	0.102748825701344	0.13987360804966
Mealworm_MAG_0049	0.100914454374705	0.579476144571947	0.0145789829542189	0.0600964325727627	0.0696612244197089	0.137513582157266	0.35892528023618	0.187766500314604	0.0283698972472732	0.158661801161441	0.111783806817072	0.107174527706428	0.0173788923386387	0.0341647287557619	0.00151260871600869	0.319744378489345	1.20580878567091	0.620611540826794	0.143794456449717	0.067233324370883	0.100050276476502	0.1098959508066
Mealworm_MAG_0050	1.7661782929778	3.41865518434084	0.00242105880046318	0.752726611553687	0.00113558416314094	0.000534863915988014	4.33137114314927	9.00471148675388	0.532837827936475	0.933226623162858	0.00207458935210047	0.00132302013390657	0.0138856398320906	0.0215030901756224	0.0177306279939305	0.00119014842811178	0.329724367378314	5.93991849291208	0.0658634704302985	1.7044705974103	0.00101202160807387	0.000900314078359056
Mealworm_MAG_0051	3.20158361163194	2.14519214047091	0.502715668213018	0.159276328090749	0.155750808378255	1.44036795846934	0.670941456555418	0.410387129389241	0.168006171878241	0.852327224855265	0.199801632778951	0.292860258883675	3.56504527990981	0.0286703336072998	0.000415888052501938	0.0602425684904311	0.913864001449625	0.459899578352825	0.492921824556401	0.100176194688049	0.123478406193716	1.30923983280742
Mealworm_MAG_0052	0.000473947203210716	0.00071603269404267	3.62281996001573e-06	1.81510248108429e-05	1.38104455455961e-05	0.000311938032359822	1.88738839764133e-05	5.22253180471454e-05	0.000163611704147677	0.856294831658174	5.78608487034982e-05	1.06417187368414e-05	4.06269681553325e-05	5.37829284629851e-07	3.92279419824359	3.65529932062897e-06	8.7488285621908e-06	2.16287529117418e-06	0.0201873207604785	0.0302433675761587	1.50135175120482e-05	0.000116440513271163
Mealworm_MAG_0053	0.000169985328178328	0.000182176903902601	0.00771347096319085	0.184196795911836	0.000447524225185888	0.000490873735185677	9.6949505929391e-05	0.000216828755872999	0.0251261001286244	0.0542785213950452	0.00133313979509544	0.000341946168949131	2.61627873166058e-06	0.766017705017139	0.0539080919433915	5.76991749723008e-05	0.000185105651727077	0.000206024176854824	0.0556726857392719	0.0645546675242468	7.62724841260975e-05	0.000116215506261501
